cal_error,protein_error,fat_error,carb_error,score
0.260155,0.227572,0.082884,0.123223,0.196417
0.08223,0.04365,-0.007833,0.207448,0.554001
-0.266534,-0.090573,-0.23903,-0.098323,0.333539
-0.289734,0.054387,-0.232755,-0.134296,0.334965
-0.139825,0.135468,0.00413,-0.274578,0.387119
-0.012158,-0.158095,-0.012728,0.026729,0.780832
-0.245637,0.184053,-0.077676,-0.034467,0.305906
0.088331,0.256346,0.007175,0.179703,0.319321
0.108331,-0.264375,0.347817,0.349316,0.084517
-0.022408,0.021572,-0.162682,-0.254997,0.589904
0.470228,-0.217332,0.272152,0.120003,0.0
0.069571,0.205448,0.042651,0.40576,0.08749
-0.347468,0.095128,-0.223573,-0.215266,0.115617
0.314279,-0.02304,0.368311,0.164402,0.118144
0.018327,0.152589,-0.009519,0.156236,0.642342
-0.284784,-0.119273,-0.329527,-0.214557,0.015841
-0.001101,0.025624,0.083835,0.072423,0.793869
-0.223363,0.019002,-0.122443,-0.187968,0.519008
-0.196376,0.018319,-0.153405,-0.328376,0.313138
0.063177,0.225325,0.128312,0.226524,0.226706
-0.298468,0.1322,-0.170637,-0.203197,0.091465
-0.086489,0.115921,-0.213809,-0.310204,0.192636
0.009778,0.027419,-0.046159,0.068243,0.78971
-0.277015,-0.076749,-0.203897,-0.391671,0.120779
0.35849,-0.110739,0.5,0.008547,0.048463
0.101121,0.346219,-0.080232,0.032889,0.291435
0.264493,-0.447754,0.214242,0.127323,0.023879
-0.057827,0.067548,-0.234517,-0.275343,0.287724
0.170678,0.359703,0.081812,0.371537,0.0
0.205011,0.128521,0.13406,-0.047199,0.504845
0.001979,-0.076381,0.199045,0.15036,0.553619
0.035177,0.040425,-0.085346,-0.068359,0.79791
-0.382114,-0.5,0.5,-0.022293,0.0
-0.006769,-0.235366,-0.149163,-0.183263,0.358496
-0.246624,-0.108672,-0.082076,-0.5,0.072319
-0.283147,-0.230838,0.328883,0.155196,0.0
0.167588,-0.228377,0.261823,-0.044025,0.203509
-0.040391,0.161036,-0.155741,-0.240277,0.348926
-0.268343,0.030091,-0.281911,-0.121421,0.323821
-0.210487,-0.06204,-0.188763,-0.149658,0.399977
-0.338131,-0.230409,0.057802,-0.170199,0.020003
-0.034193,-8.5e-05,-0.087184,0.151847,0.702773
-0.184872,0.019122,-0.185196,-0.045426,0.635434
-0.002739,0.007593,-0.038803,0.020512,0.971882
-0.051156,0.011206,-0.167807,-0.244991,0.520084
-0.0046,-0.002082,-0.049702,0.009543,1.0
-0.105023,0.005694,-0.085075,-0.416325,0.323987
-0.226344,-0.012985,-0.248076,0.053684,0.448752
-0.28529,0.050032,-0.098083,0.003304,0.516946
-0.113862,0.045595,-0.15167,-0.114033,0.583702
0.5,0.130582,0.120987,0.09364,0.050034
-0.260628,0.071715,-0.0776,-0.32432,0.192302
-0.068634,0.181852,-0.180012,-0.048437,0.507879
-0.122664,-0.137863,-0.253441,-0.285184,0.155815
-0.037815,0.48524,0.189006,0.292559,0.0
0.195984,0.242081,0.145165,0.010453,0.270755
-0.028106,-0.032147,0.055635,-0.022184,0.889667
-0.261297,0.117354,-0.023913,-0.054634,0.505693
0.094672,0.175599,-0.004864,0.094926,0.627654
0.08317,0.189882,0.119038,0.133977,0.37078
-0.256722,-0.007773,-0.119713,-0.324486,0.25322
-0.11735,-0.156579,0.303543,0.5,0.044468
0.341523,-0.259106,0.356388,0.40812,0.0
-0.042103,-0.276799,0.5,0.374882,0.09125
-0.305165,-0.033042,-0.228502,-0.263348,0.171629
-0.035217,0.361788,0.136426,-0.035635,0.18731
0.004062,0.148437,0.104783,-0.050353,0.695156
-0.334926,-0.118249,-0.052432,-0.19898,0.265953
0.087176,0.075438,-0.270316,-0.169356,0.354206
0.054976,-0.06015,-0.100467,-0.136479,0.632068
-0.196955,0.02437,-0.162224,-0.032356,0.543209
0.046915,0.130307,0.140752,0.318194,0.298018
0.009234,0.05126,-0.026412,0.002402,0.922689
0.238935,-0.136843,0.220665,0.203461,0.175339
0.030324,-0.115362,-0.058985,-0.225245,0.418578
0.009758,0.280697,0.017381,-0.010672,0.486433
-0.197783,0.083849,-0.080464,-0.357987,0.336047
0.5,0.25071,0.033484,-0.189484,0.0
0.102967,0.278761,-0.033178,0.319023,0.15295
0.195857,0.187718,0.000928,0.012735,0.561497
-0.278686,-0.170381,-0.018833,-0.157805,0.300113
0.162529,-0.5,0.098395,-0.120752,0.0
-0.007831,-0.139447,-0.035186,-0.000991,0.672955
-0.231256,-0.312423,-0.368235,0.343769,0.0
-0.060886,0.004606,-0.078804,-0.042334,0.728968
-0.320516,-0.065897,-0.096838,-0.189754,0.301028
0.001653,0.024149,-0.122345,-0.038491,0.674718
-0.190349,0.099662,-0.103108,0.021766,0.483297
0.080093,0.36506,0.076394,-0.066975,0.103129
-0.265718,-0.223443,-0.458281,-0.170844,0.05907
0.368381,-0.423365,0.208277,0.050476,0.0
0.240037,-0.170293,0.5,0.178522,0.077622
0.175131,0.153059,0.069102,-0.080967,0.455463
0.145922,-0.067808,0.225462,0.12382,0.427374
0.33069,0.176016,0.219214,0.1441,0.085586
0.016875,-0.010078,0.012026,-0.007075,0.947596
0.238565,-0.24848,0.5,0.020823,0.064
0.143268,0.264062,-0.09504,0.091353,0.229553
-0.107942,-0.358603,0.5,-0.059565,0.003197
-0.252156,-0.10255,-0.101907,-0.227372,0.365634
0.109765,0.188393,0.158972,-0.036717,0.46569
-0.008436,0.164801,0.111976,0.098584,0.481169
-0.076287,-0.030634,0.008154,-0.13326,0.750286
0.025493,-0.065285,0.013681,-0.020637,0.915542
-0.18533,0.22101,-0.38556,-0.3978,0.07674
0.003605,0.377803,0.132637,0.09728,0.171918
0.323598,-0.5,0.049112,0.282587,0.0
0.070569,0.363294,0.086158,0.238956,0.084173
0.043409,0.039789,-0.24246,-0.264996,0.381696
-0.032261,-0.120712,0.117878,-0.13797,0.465793
-0.15039,0.034246,-0.23168,-0.160073,0.505876
0.049949,0.367663,-0.090444,0.04244,0.193292
-0.032964,-0.141826,0.035453,0.016646,0.79565
-0.053611,-0.330393,0.190602,0.5,0.014668
0.304601,-0.358199,0.5,0.285862,0.022493
-0.218174,0.005526,-0.269588,-0.350275,0.11935
-0.1737,-0.093881,-0.095022,-0.167091,0.43765
0.006938,-0.06556,-0.005657,-0.065668,0.770259
0.34622,0.111493,0.235056,-0.093462,0.131083
0.030479,0.35335,0.048313,-0.003525,0.421576
0.266259,0.256115,0.177933,-0.055978,0.082703
0.054517,0.411584,0.012675,0.119845,0.228818
-0.27937,-0.046869,-0.247433,-0.226706,0.160976
0.019241,0.021772,0.181181,0.01418,0.782718
0.232494,-0.233387,0.340613,0.083215,0.0
-0.233509,0.14605,-0.151876,-0.183849,0.200655
-0.177404,0.002595,-0.093419,-0.256179,0.538908
-0.080033,0.07875,-0.166933,-0.213859,0.487394
0.003171,0.011331,-0.112799,-0.001093,0.847636
-0.112744,0.02685,0.099773,0.456156,0.294744
0.096169,0.139314,-0.071221,-0.061033,0.58485
0.091616,0.033129,0.014549,-0.019957,0.774781
0.243488,0.168689,0.179194,0.026197,0.325284
0.065648,-0.033042,-0.004262,-0.013929,0.862363
0.036594,0.073594,0.05117,-0.015031,0.785213
0.18046,0.238303,0.029419,-0.007945,0.4297
-0.002113,-0.395229,0.433707,0.337041,0.0
-0.00736,-0.085641,-0.053274,0.5,0.23922
-0.081981,-0.064887,-0.256492,-0.207179,0.267916
0.156551,-0.223649,-0.153012,0.116559,0.214577
-0.361062,-0.043928,-0.292326,-0.072678,0.1692
0.5,-0.260468,0.149975,0.133201,0.0
0.272869,0.223758,-0.070908,0.176107,0.08992
0.152674,-0.442057,0.5,0.218505,0.0
-0.244437,0.014566,-0.216511,-0.295371,0.166396
-0.212939,0.023601,-0.322638,-0.080581,0.407462
0.017422,0.162439,0.054972,-0.041705,0.618396
0.164799,-0.015923,0.374052,0.12736,0.344785
0.006337,-0.168979,0.443362,0.076243,0.161144
-0.007801,0.293619,0.061674,0.129697,0.309389
-0.007,0.272139,-0.087599,0.060068,0.376894
-0.292447,0.131724,-0.003241,0.347738,0.153778
0.161871,0.216913,0.27084,0.085274,0.188499
-0.274395,-0.026388,-0.221796,-0.088802,0.370986
-0.20704,0.009933,-0.234244,-0.368531,0.261521
-0.109928,-0.047985,-0.107952,-0.004784,0.755472
-0.135687,-0.124983,0.159631,0.167376,0.371893
-0.084795,0.081838,-0.166104,-0.320292,0.271358
-0.048228,0.04432,-0.054733,-0.075748,0.676841
-0.151451,0.417781,0.084157,0.085799,0.0
0.277458,-0.144473,0.417878,0.183325,0.066236
-0.082679,-0.292364,0.085549,-0.43228,0.07715
0.062336,0.174712,0.070042,0.168833,0.407524
-0.249404,-0.025907,-0.198616,-0.303341,0.286862
-0.255554,0.258323,-0.247094,-0.371971,0.038075
0.320691,-0.183306,0.354464,0.090358,0.0
0.114173,-0.262039,-0.115701,0.5,0.0
0.154258,-0.404718,0.215268,0.120528,0.003076
-0.087386,-0.341904,-0.241256,0.047421,0.062398
-0.284059,-0.03379,-0.168559,-0.097081,0.347114
-0.220316,0.08787,-0.231622,-0.277542,0.191725
0.31442,0.16547,0.025325,0.184667,0.164643
0.5,0.091817,0.354697,-0.167322,0.006517
-0.212905,-0.077453,-0.17778,-0.144432,0.241428
0.19528,0.096107,0.327617,-0.176976,0.191325
-0.051341,-0.050444,-0.187474,-0.220889,0.428742
-0.064521,-0.076901,-0.117147,-0.054349,0.68102
-0.11682,0.102765,-0.114966,-0.151147,0.449435
-0.131897,-0.042135,-0.170572,-0.258395,0.409482
-0.021703,-0.004762,0.001693,-0.027033,0.899826
0.010371,0.004644,-0.065998,0.017261,0.844518
-0.066473,-0.062441,-0.182231,-0.366879,0.309315
0.215132,0.261648,-0.062832,-0.030851,0.260304
-0.185644,-0.027516,0.034052,-0.291647,0.497789
0.336496,0.139467,0.106306,0.008884,0.359239
0.210562,0.299022,0.148508,0.02349,0.181098
-0.081147,-0.147496,-0.107549,-0.261526,0.441727
-0.377002,0.055061,-0.149748,-0.223521,0.180289
0.161153,0.234449,0.067805,0.228618,0.272748
-0.356696,-0.037098,-0.182366,-0.227052,0.225577
0.014328,-0.014795,0.0749,-0.054644,0.839276
0.091769,0.112384,0.340843,-0.119434,0.310098
0.280929,0.221398,0.288505,0.019921,0.13957
-0.141444,-0.415609,0.034389,0.144404,0.100003
-0.131555,0.140979,-0.177788,-0.396547,0.093331
-0.437712,-0.133573,-0.196311,-0.006523,0.134653
-0.101109,0.243308,-0.151605,-0.331924,0.104685
0.158125,0.273736,-0.069248,0.240964,0.116915
-0.144524,0.076709,-0.030876,-0.020208,0.722507
-0.189807,-0.029395,-0.333721,-0.214794,0.229744
0.090147,0.110902,0.001865,0.304635,0.415868
-0.244926,0.158488,-0.103983,-0.169674,0.23303
-0.121475,0.130758,-0.18376,-0.061772,0.421382
0.311429,-0.133799,-0.01973,0.271868,0.25647
-0.186167,-0.164394,0.025271,-0.284694,0.300905
-0.000472,-0.037583,0.02801,0.088848,0.804654
-0.206554,0.214791,-0.143324,-0.143056,0.2146
-0.026281,-0.176865,0.236452,0.404023,0.003244
0.0581,0.229881,0.111716,0.01003,0.391166
-0.105119,0.036231,-0.124292,-0.179662,0.51856
-0.131303,0.047629,-0.156565,-0.227973,0.388863
0.090159,-0.062414,0.044185,0.241031,0.584471
-0.08302,0.176064,-0.205557,-0.374157,0.03978
-0.12733,0.198061,-0.068537,-0.292927,0.337225
-0.290057,-0.033342,-0.180333,0.027771,0.429225
0.022944,-0.044107,0.028861,-0.025857,0.993247
0.189086,0.285809,-0.025933,0.069453,0.267972
0.031467,0.127398,-0.019484,0.174094,0.592053
0.205574,0.192784,0.215417,-0.166818,0.108481
-0.13234,0.030176,-0.169795,-0.199791,0.446975
-0.079272,-0.032514,0.391157,-0.089747,0.338714
-0.111761,0.181922,-0.082989,-0.254985,0.39903
0.5,-0.277642,0.325955,-0.111915,0.0
0.003972,0.013756,-0.055143,-0.043086,0.898695
-0.109585,0.071318,0.068503,-0.274871,0.409705
-0.017106,-0.158658,-0.109578,-0.11396,0.584706
-0.026238,0.238715,0.247101,0.109211,0.259137
0.327513,-0.450624,0.5,0.458494,0.0
-0.30104,-0.052024,-0.040605,-0.026124,0.603246
0.032925,0.076656,-0.134758,-0.227557,0.614687
0.068089,0.137745,0.101772,0.044778,0.567354
0.067291,0.105256,0.009938,0.153963,0.652069
-0.080046,-0.03549,0.021455,0.054518,0.793355
-0.142474,-0.123557,-0.101222,-0.291108,0.274462
-0.329317,-0.260443,0.5,0.101355,0.043517
0.12919,-0.374406,0.353606,0.26167,0.0
0.416927,-0.5,0.108767,-0.14701,0.0
0.057987,0.245634,0.170915,0.016838,0.346251
-0.353587,-0.261267,0.192803,-0.032261,0.005925
0.195185,0.291936,-0.059313,0.01515,0.353905
-0.246588,0.043599,-0.060088,-0.071571,0.635335
-0.151108,0.008147,0.029456,-0.303536,0.49501
-0.184659,0.061483,-0.201294,-0.380073,0.189911
0.008136,0.021109,0.033881,0.095415,0.817143
0.031506,0.150519,0.04294,-0.020427,0.678859
-0.15656,0.151273,-0.368435,-0.181382,0.048344
0.032574,-0.032262,0.021209,-0.043934,0.879408
0.057315,0.317368,0.126582,0.168405,0.119271
-0.144173,-0.343859,0.153093,-0.280063,0.0
0.119128,0.329946,-0.029631,0.081643,0.265814
0.486938,-0.002015,0.255386,0.130413,0.039245
-0.177664,-0.171505,-0.039634,-0.234609,0.251919
-0.077549,0.149445,-0.148681,-0.236147,0.261405
0.206635,-0.455852,0.210511,0.374112,0.033787
-0.5,0.100138,0.387901,0.006188,0.013376
0.006413,-0.014123,0.023499,-0.021732,0.837339
-0.196987,0.007538,-0.26799,-0.172127,0.347867
0.090691,0.328746,0.296611,0.194819,0.069372
0.188694,0.186136,0.160423,-0.052467,0.218363
-0.358074,0.255718,-0.047384,-0.156693,0.106815
-0.20737,0.003156,-0.306706,-0.224721,0.24475
-0.201072,0.240492,-0.015687,-0.04766,0.358408
-0.287529,-0.084715,-0.377089,-0.234249,0.01798
-0.216395,-0.113815,0.458979,0.070941,0.051707
-0.131536,0.088873,-0.186972,-0.315354,0.277091
-0.208625,-0.038232,-0.104176,-0.140567,0.501286
-0.120531,-0.164866,-0.152042,-0.116755,0.404398
0.392011,-0.231472,0.052307,-0.13396,0.027536
-0.066632,0.146398,-0.282052,-0.077715,0.369791
0.097521,0.227153,-0.112301,0.197279,0.284143
-0.5,-0.221197,0.441789,0.044449,0.06381
0.219045,0.262865,0.168992,-0.024773,0.229715
0.012754,0.129679,-0.028652,-0.010363,0.73619
0.185517,0.11246,0.085781,0.194689,0.409788
0.169018,0.099398,0.255177,0.28788,0.060516
-0.011272,0.005475,0.047082,0.035195,0.881184
0.281329,-0.327297,-0.123957,0.041696,0.015543
-0.327731,0.197091,-0.101395,0.05198,0.287416
-0.124692,0.200133,-0.099836,-0.310806,0.204495
0.246151,0.311335,-0.012135,-0.013164,0.251277
0.154426,0.251495,0.090658,-0.036107,0.260355
-0.009095,-0.209932,0.5,-0.261425,0.0
-0.073402,0.234309,-0.312974,-0.28983,0.0
0.215955,0.084285,0.050733,0.146766,0.536523
-0.139662,0.095256,-0.149658,-0.314776,0.251553
-0.004918,0.049113,0.073226,-0.050288,0.773366
-0.071549,0.069016,-0.041049,-0.044064,0.704073
-0.271352,0.05845,0.187486,0.125059,0.310001
-0.226577,0.079847,-0.193812,-0.202887,0.309408
0.019873,0.029393,0.022866,0.064784,0.87622
-0.036148,-0.101226,0.311912,0.275401,0.272517
0.091881,0.184189,-0.052212,0.105539,0.491959
-0.064105,-0.093647,-0.268079,-0.324488,0.228597
-0.31468,0.064011,-0.264726,-0.452245,0.030135
-0.092822,-0.5,0.258221,0.5,0.038375
-0.166178,0.071212,-0.132371,-0.232585,0.381754
0.104618,0.118385,0.1794,0.098259,0.456569
0.306891,-0.255543,-0.065151,-0.119574,0.102154
-0.070253,-0.039131,0.5,-0.015428,0.400686
-0.197384,0.162162,-0.102557,-0.294216,0.164709
0.012295,0.431584,-0.068967,-0.228618,0.022203
-0.079724,0.21558,-0.109165,-0.257551,0.208628
0.025856,0.210111,-0.02511,-0.126736,0.472921
-0.311071,-0.012752,0.111213,0.317008,0.219322
-0.071471,0.261146,-0.122422,0.056,0.46219
0.031207,-0.035857,-0.004072,-0.042063,0.786435
-0.048996,-0.311966,-0.229174,-0.107551,0.18662
0.1797,0.342425,0.031791,0.016858,0.284965
0.171395,0.373757,0.147577,0.191904,0.0
-0.039653,0.212142,-0.116502,-0.158505,0.419573
0.04677,-0.041044,0.086317,0.058332,0.705461
-0.328902,-0.38984,0.333959,0.229169,0.0
-0.0008,0.11202,0.157536,0.138519,0.546278
-0.215213,-0.065769,-0.088553,-0.096753,0.504431
-0.242562,0.086118,-0.202445,-0.284031,0.08786
-0.233571,-0.027803,-0.119833,-0.207282,0.385325
-0.071855,0.117963,-0.082633,-0.340593,0.250743
-0.006537,0.077647,0.093372,0.236722,0.553449
0.5,-0.200159,0.478284,0.036372,0.0
-0.238172,0.117263,0.120197,-0.090576,0.452739
0.038768,0.032259,-0.065689,0.048534,0.894375
-0.054562,-0.016699,0.30497,0.175537,0.445083
-0.28264,0.026594,-0.187649,-0.349151,0.166901
-0.251305,-0.12776,-0.161452,-0.179622,0.211334
0.072849,0.194916,0.047887,0.120295,0.46357
-0.135619,-0.035489,-0.2097,-0.33011,0.224907
-0.238592,0.214989,-0.010299,-0.214251,0.196142
-0.291831,0.223532,-0.168792,-0.236048,0.0
-0.092222,-0.138455,0.292697,-0.107984,0.431575
0.072851,-0.256159,0.157188,0.067603,0.311135
0.141833,-0.441176,-0.059113,-0.026156,0.226815
0.02335,-0.365801,0.330678,0.174606,0.06445
0.169136,0.192669,0.122257,0.050662,0.356019
-0.145535,0.164555,-0.34029,-0.102588,0.106765
-0.224486,-0.247114,0.332784,0.15585,0.0
-0.105357,-0.284195,0.241571,0.27516,0.000463
-0.120165,0.175083,-0.226009,-0.226347,0.164401
-0.083891,0.309433,0.019383,-0.483864,0.025017
0.160861,-0.315151,-0.025912,0.07604,0.283088
0.5,0.090916,0.252061,0.358064,0.0
-0.008697,0.036113,0.085765,-0.060937,0.735199
0.159485,-0.000569,0.269947,0.447555,0.176783
-0.078834,0.294859,-0.162891,-0.025517,0.249863
-0.290705,0.203304,-0.039401,0.068983,0.269654
0.076513,0.160034,0.139691,-0.126241,0.417607
-0.162804,0.047722,-0.333523,-0.226252,0.226782
0.024009,0.044775,0.059391,-0.037366,0.743876
-0.07909,0.115279,-0.261741,-0.241337,0.275023
-0.246675,0.073329,-0.09802,-0.154252,0.31509
0.06547,0.186242,0.029547,0.219133,0.405042
-0.369794,0.026877,-0.129641,0.024806,0.403458
0.01986,0.01185,-0.030026,0.040137,0.910645
0.201994,0.262315,0.240914,0.170433,0.0
0.036382,-0.066569,0.015474,0.02119,0.832706
-0.136234,-0.042922,0.014091,-0.360724,0.397675
0.300448,0.180055,0.142957,0.174128,0.130166
0.112934,-0.147877,0.166998,-0.046592,0.403358
-0.13447,0.037282,-0.341672,-0.162429,0.29303
-0.157688,0.168688,-0.157053,-0.204424,0.32346
0.224448,0.390296,-0.021391,0.041351,0.116861
-0.282228,0.068575,-0.144399,-0.258257,0.248555
-0.006573,-0.064519,0.027347,-0.007127,0.830719
0.229507,0.163769,0.121225,-0.008162,0.39994
0.026217,-0.089638,-0.076056,-0.007136,0.784618
-0.316812,-0.108656,-0.200191,-0.222437,0.147142
-0.278191,0.12339,-0.206323,-0.141968,0.168062
-0.159866,0.190408,-0.167135,-0.124472,0.298513
0.020585,0.263178,-0.075301,0.067672,0.546538
0.176995,0.234948,0.114039,0.109648,0.281946
-0.231224,0.120471,-0.095864,-0.141513,0.368992
0.282035,-0.086335,-0.038833,0.106234,0.38914
0.35601,-0.243613,0.183286,0.253111,0.0
0.013573,-0.049334,0.07135,-0.006135,0.826393
0.126647,0.179538,0.088329,0.293066,0.289496
0.208407,-0.205959,0.027366,-0.087865,0.436771
0.303241,0.20761,0.001901,0.108215,0.201008
0.057461,0.002356,-0.05432,-0.206737,0.642446
-0.25858,0.092683,-0.142791,-0.051112,0.399306
-0.171401,0.052461,-0.244267,-0.5,0.0
0.182395,0.138409,0.08605,0.08601,0.389932
0.104132,-0.055217,-0.090329,-0.095499,0.628483
-0.186505,0.22008,-0.215641,-0.308066,0.011827
-0.138263,0.030141,-0.046761,-0.395998,0.473737
0.069518,0.251162,-0.050712,0.076432,0.424748
0.013996,0.009292,0.070485,-0.026343,0.953355
0.095052,-0.402292,0.267291,0.067222,0.001656
0.150474,-0.224693,-0.135433,0.28948,0.033935
0.038366,-0.070898,0.38655,0.150543,0.309029
-0.140297,-0.014999,-0.167833,-0.048446,0.589636
-0.01856,0.054337,0.001235,-0.021373,0.841836
-0.186275,0.114733,-0.170511,-0.168852,0.375898
0.115326,-0.065543,0.152448,-0.041439,0.581553
-0.113417,-0.150994,-0.123855,-0.497145,0.118803
-0.341823,-0.03915,-0.159692,-0.213403,0.235615
0.008619,0.24744,-0.223872,-0.166563,0.181969
-0.266097,-0.207132,0.197965,0.139581,0.178809
-0.212398,0.137779,-0.061594,-0.397813,0.177177
-0.404727,0.044269,-0.094646,-0.243807,0.252234
0.099634,0.082162,0.214419,0.063869,0.532789
-0.025079,0.100009,0.073379,0.043798,0.690254
-0.079018,-0.169126,0.37698,0.382932,0.0
0.12195,-0.061336,0.303925,0.14219,0.387915
-0.254201,0.199423,-0.217952,-0.347136,0.0
-0.307166,0.095013,0.049344,0.068075,0.396186
-0.250008,0.343292,-0.27855,-0.215721,0.0
-0.130544,-0.133156,0.204403,-0.294912,0.220787
0.041629,0.086591,0.025121,0.038823,0.723908
-0.096419,0.083057,-0.161856,-0.255426,0.344375
0.197964,-0.151857,0.069563,0.015728,0.462098
-0.07153,0.406809,-0.027672,-0.027789,0.320192
-0.188793,-0.236325,-0.042596,-0.027352,0.313934
-0.226213,0.000427,-0.105939,-0.310341,0.308626
-0.025171,-0.008732,-0.029522,0.074866,0.755536
0.010715,0.116732,0.02016,-0.040378,0.704822
0.022031,-0.004415,-0.050238,0.073245,0.78917
0.115435,0.236264,-0.007949,0.323643,0.238573
0.023369,-0.137089,0.024426,0.169881,0.600658
-0.154334,0.011048,-0.240333,-0.332437,0.349253
-0.117944,0.108039,0.487339,0.127062,0.042128
-0.134998,0.013528,0.13988,-0.16256,0.503806
-0.351449,-0.035021,-0.25263,-0.153143,0.188915
0.028033,0.159017,-0.032584,0.104786,0.57451
0.153413,-0.095715,0.441598,0.016454,0.178639
-0.124881,0.090499,-0.231817,-0.271028,0.265243
-0.003944,0.013755,-0.028157,0.07729,0.986129
-0.102117,0.149648,0.026942,-0.051612,0.624023
-0.023245,0.014777,-0.107967,-0.031137,0.798685
-0.156712,-0.040084,-0.388764,-0.177796,0.157076
0.096288,0.143871,0.093855,-0.068912,0.458099
-0.252461,0.030665,-0.123764,-0.069184,0.522446
-0.259007,-0.287482,0.225364,-0.29943,0.0
0.053877,0.050234,0.060224,0.029247,0.822902
-0.037302,0.128089,-0.182399,-0.396688,0.261763
-0.093403,-0.064428,-0.267401,-0.386427,0.286426
0.143796,0.124616,0.094055,0.272264,0.277213
0.285148,0.047463,0.067603,0.195096,0.473445
-0.056255,0.045269,0.330875,0.148326,0.400107
-0.241895,0.088962,0.001908,-0.211571,0.4706
0.004242,0.068062,-0.033672,0.074527,0.778403
0.170349,-0.229363,0.5,0.319928,0.0
-0.309534,0.043478,-0.197437,0.030031,0.364725
-0.3028,0.058555,-0.28921,-0.400001,0.085219
-0.037467,0.203748,-0.239741,-0.124304,0.309965
-0.18199,0.036492,0.033938,-0.055259,0.689511
-0.111139,0.040294,-0.20671,-0.314051,0.304158
-0.182808,0.173112,-0.131027,-0.100214,0.333936
-0.067732,0.115429,-0.14344,-0.169297,0.460948
0.065568,-0.154543,0.163609,0.248711,0.322736
-0.285635,-0.021669,-0.032631,0.036632,0.582325
-0.044698,0.032907,-0.032442,-0.035578,0.7744
-0.105872,0.054964,-0.249589,-0.200446,0.354522
0.067433,0.364456,-0.104671,-0.101736,0.132636
-0.01254,0.232682,-0.058315,0.199487,0.307673
-0.395601,0.296218,-0.110718,-0.452598,0.116422
0.123266,0.230791,0.101897,-0.201712,0.166465
-0.103987,0.057918,-0.217179,-0.380267,0.266301
-0.23767,-0.124557,-0.182832,-0.008306,0.402074
-0.011257,0.138793,0.340901,0.211102,0.213795
-0.207024,-0.227205,-0.057868,0.125609,0.292925
-0.000994,0.25894,-0.059818,0.095376,0.41539
0.150322,0.166502,0.110266,-0.138571,0.31258
-0.127885,-0.198749,0.024543,0.003186,0.528904
0.005969,0.04776,-0.027789,-0.035271,0.831716
0.159062,0.228807,0.069854,0.05452,0.382777
-0.343816,-0.5,0.343367,0.035209,0.0
0.006822,0.061327,-0.108451,-0.019592,0.721573
0.126676,-0.241995,0.461645,0.134078,0.017095
-0.373453,-0.068502,-0.190282,-0.012977,0.295361
0.478074,-0.481362,0.19611,-0.005784,0.0
-0.150877,0.019906,0.048126,-0.279044,0.631944
-0.005275,0.22123,0.113496,0.204083,0.364735
-0.118387,-0.075202,-0.106115,0.074557,0.636249
-0.038984,0.084225,-0.252022,-0.267541,0.264408
0.300607,0.019612,-0.013576,0.5,0.159699
0.143825,0.212056,0.138145,0.271595,0.138806
0.223705,-0.472189,0.103799,-0.200475,0.050448
0.248245,0.428941,0.237659,0.286464,0.0
-0.167383,0.247829,-0.084873,-0.079627,0.249196
0.395263,-0.248961,0.035355,0.077727,0.09082
0.122021,0.031458,0.259889,-0.114942,0.475878
0.001707,0.325153,0.123759,0.135986,0.338135
0.032427,-0.452658,0.5,0.378245,0.0
0.10797,0.220519,0.286324,0.214216,0.013587
-0.072216,0.28018,0.037005,-0.165679,0.270181
-0.076869,0.345937,0.079924,0.115192,0.204035
0.001483,0.308328,0.053742,0.009062,0.433272
-0.33856,0.10706,-0.22942,-0.264696,0.017807
0.145343,0.174649,0.00442,0.204282,0.47636
0.494451,-0.5,0.23611,0.172169,0.005354
-0.033192,-0.089879,-0.258131,-0.376036,0.211054
0.054551,0.038694,-0.000461,-0.04769,0.828034
0.282557,0.247066,0.063159,0.05576,0.335838
-0.252908,0.197519,-0.166358,-0.262169,0.008448
0.454104,-0.390868,-0.119801,0.35986,0.045029
-0.34596,-0.019258,-0.02232,-0.310624,0.256345
-0.046143,0.104688,-0.123382,-0.129966,0.507481
0.188565,0.210683,-0.007544,0.293991,0.210624
0.02478,0.180365,0.029163,-0.020382,0.648193
-0.211911,0.117476,-0.151964,-0.27242,0.21682
0.170948,-0.404587,0.326687,-0.030074,0.021644
-0.147895,0.294653,-0.230403,-0.181352,0.141106
0.098261,0.191858,-0.023632,0.2521,0.311582
-0.267122,0.175868,-0.033077,-0.182077,0.169118
0.089544,-0.094316,0.119398,0.215554,0.323122
-0.145229,0.085752,-0.109482,-0.255932,0.411959
0.107172,-0.086523,0.085977,-0.038718,0.70161
-0.208201,-0.101389,-0.13275,-0.16159,0.367412
0.086327,0.233199,-0.100907,0.265345,0.171822
-0.036402,0.111774,-0.196957,-0.318929,0.269669
-0.054564,-0.043405,-0.014596,-0.072688,0.812574
-0.289966,0.052864,-0.18278,-0.445144,0.0147
-0.315581,0.156803,-0.098466,-0.177722,0.16845
0.021093,0.255726,-0.157864,-0.286671,0.178006
-0.15268,0.119675,-0.167235,-0.266117,0.231456
0.121887,0.095178,0.303744,0.139468,0.331468
0.131019,-0.045652,0.091653,0.027554,0.654275
0.053963,0.194232,0.005234,0.005955,0.655081
-0.042891,0.00722,0.05995,0.070104,0.816193
0.5,-0.40295,0.315964,0.41898,0.0
